startup_name,startup_oneliner,startup_desc,year_founded,origin_country,startup_url,industry_1,industry_2,industry_3,industry_4,industry_5
CoverGo,Manage and buy all their insurance in one place. ,"CoverGo is a free app to help you understand, manage and get all your insurance in one place. No more paperwork and stress!
The app consolidates all your insurance policies from different providers, shows you gaps in your coverage, tells you what policies you need to get covered and connects you with your chosen advisor to save you time and money - all in one place.",2017,Hong Kong,https://www.covergo.com/,Finance,null,null,null,null
directlending.com.my,null,"Online personal lending platform - faster, simpler, safer dan more affordable ",2017,Malaysia,https://www.directlending.com.my/,Finance,null,null,null,null
furmingo,Integrated 3D Interior Designing platform targeting interior designing sector.,"Cloud Design Marketing Sdn Bhd is an InfoTech company focusing on developing the highly revolutionary, innovative and integrated Furmingo, a 3D Interior Designing platform targeting interior designing sector.
The founders encounter first-hand of the issues faced by interior designers and home owners alike and thus the birth of this innovative combination of Big Data Centre/3D interior Design/e-commerce platform to solve the issues and to meet the sophisticated needs of tech-savvy community. The team has the right mix of experienced talents to help achieve the goal of making Furmingo the top 3D Interior Designing platform in the region.",2017,Malaysia,http://furmingo.com,Art & Craft,Real Estate,null,null,null
GetDoc,"Complete health ecosystem, people can use our service and products before  they fall sick. ",Doctor discovery and appointment booking,2017,Malaysia,https://www.getdoc.co/,Consulting & Services,"Medical, Health & Wellness",null,null,null
GigaGigs,"Mobile crowd sourcing platform for micro-task creation by the clients and completion  of the micro task by the general public, a B2C model. ","GigaGigs is a Mobile Crowd Sourcing platform that offers micro-tasks for Malaysians to perform and be rewarded. GigaGigs works on B2C model and produces micro-tasks such as store audits, distribution expansion, competitiors price and promotion monitoring, surveys, referrals and advertising sharing. Its key advantages is the geographical coverage, speed and cost savings. The commisioning clients are typically the Brands owners such as FMCG, Retailers, Telco and Financial Institutions. ",2017,Malaysia,https://www.youtube.com/watch?v=9pk__3vJ8rQ,E-Commerce,null,null,null,null
GROM,B2B application in the Healthcare IT space. It uses 3D scanning mobile; and cloud  computing to digitize the prescription process for podiatrists. ,"GROM is building a prescription app for medical devices.  We're helping Podiatrists and Physiotherapists eliminate physical casts by using our 3D scanning, mobile and cloud platform for the entire prescription process.
",2017,Hong Kong,https://www.getgrom.com/app.html,Information & Communication ,"Medical, Health & Wellness",null,null,null
HypeHash,First social-trend centric platform marketplace. ,"Worlds #1st social data and Hashtag-centric marketplace platform which connects inspired product creators and fans who are following the same hot social-trend or event online to co-create, curate and consume cool products together, in real-time.",2017,United States,https://hypehash.com/,E-Commerce,null,null,null,null
Inspiredsoul.co,"To cater modern, easy and innovative fashion solutions for an easier everyday for  the cosmopolitan Muslim woman wearing hijab. ","Ecommerce retail catering innovative, practical hijab fashion solutions aiming at making the everyday life of Muslim women ww easier - with style.",2017,Malaysia,https://inspiredsoul.co,Lifestyle & Fashion,null,null,null,null
JomParking,null,"JomParking is a comprehensive Mobile Apps to ease Parking payment in Malaysia. You may perform the transaction anywhere using your mobile phones and no need to display your parking coupon on your dashboard. It is easy, convenience and user-friendly. JomParking will generate online reporting that useful to made decision. It will help local council, parking operator, and public to manage parking solution. https://www.youtube.com/watch?v=mbQGZ5jlNOc&feature=share",2017,Malaysia,https://www.jomparking.com/,Information & Communication ,Logistic & Transportation,null,null,null
Kidxy Technologies,Kidxy is a one-stop platform that provides parents the ability to search and book a  variety of children activities and plan parties at discounted prices which in return helps  vendors increase revenu,"Kidxy is an online platform based in Petaling Jaya, Malaysia that specializes in making kidsâ€™ activities and party planning at child friendly places accessible to all. Founded by 3 individuals who are passionate about helping parents get the best deal with the convenience of finding enriching activities for their kids in the Klang Valley and beyond, Kidxy has already garnered immense interest from the public, registering over 5,000 subscribers within their first 3 months. https://youtu.be/tLCXsEDgicg",2017,Malaysia,http://www.kidxy.com/,E-Commerce,null,null,null,null
Kobe,"All driven influencer marketing platform pairing influencer to adviser by relevancy,  delivering by performance - beyond follower reach. ","At Kobe, we believe in the power of small businesses and are focused on helping them digitally transform their marketing channels. Kobe is a pending patent* AI-driven advertising platform that pairs advertisers with relevant everyday influencers, leveraging on their ability to broadcast messages to millions of users so that businesses can get represented in front of their target audience in a credible manner.
*pending patent U.S.P.T.O. 62/448,409
",2017,Singapore,https://www.getkobe.com/,"Event, Marketing, Advertising",Information & Communication ,Media and Entertainment,null,null
MD Textile,HD stickers that can be heat transferred to fabric. plastic or paper material,Garment manufacturing and trading. Specialised in T-shirt making and printed embroidery. ,2017,Malaysia,https://www.mdtextile.com/,Lifestyle & Fashion,null,null,null,null
MHub,"An end-to-end property transaction platform that links property developers, real-estate agents, banks, lawyers and buyers to speed up and simplify transaction cycle. ","MHub is the number 1 property transaction platform in Malaysia that connect property developers , real-estate agents, lawyers, bankers and buyers to digitally transform the traditional property transaction from pen and papers by providing an end-to-end digital experience to all stakeholders. Currently, MHub is serving more than 500 projects nationwide from over 70 property developers, transacted more than 55k bookings with value more than RM 20 billion. 


",2013,Malaysia,https://mhub.my/,Finance,Real Estate,null,null,null
OhMyGrocer,Ready-to-cook and heat-and-serve meal kits delivery service for your everyday cook. bake and host. ,A ready-to-cook and ready-to-eat meal kit delivery service.,2017,Malaysia,https://www.ohmygrocer.com/,E-Commerce,Food & Beverages,null,null,null
